user_id,hotel_id,rate_star
100000578371323,100397536791106,5
100006241899264,100397536791106,1
1459502017,100397536791106,3
100000235516314,100607916712445,3
100000659781431,100607916712445,5
100001242435377,100607916712445,3
100001381903093,100607916712445,2
100003309140753,100607916712445,1
100003952834962,100607916712445,5
100004222001548,100607916712445,1
100006629220350,100607916712445,5
100008436736527,100607916712445,2
100000597075136,101722066594591,1
100000860256014,101722066594591,3
100001120171890,101722066594591,1
100007031885346,101722066594591,1
1110744875,101722066594591,4
636816305,101722066594591,3
100000394324105,1017426538344910,2
100003198797886,1017426538344910,1
100003492893170,1017426538344910,2
100004800757500,1017426538344910,4
100006534099054,1017426538344910,5
1548843968,1017426538344910,2
1645594810,1017426538344910,4
1735077173,1017426538344910,2
533128643,1017426538344910,4
544047245,1017426538344910,1
593580496,1017426538344910,4
807155633,1017426538344910,5
100001216737151,101780179935496,4
100001242435377,101780179935496,3
100003215818296,101780179935496,5
100003528552345,101780179935496,3
100004062829914,101780179935496,1
100005762172838,101780179935496,1
100008083714671,101780179935496,5
100000061796736,102598133184328,5
100002232678524,102598133184328,2
100002725731004,102598133184328,5
100003218603043,102598133184328,2
1692421234,102598133184328,2
100000210991837,1031480000248186,4
100000886877442,1031480000248186,1
100000985640250,1031480000248186,3
100001029637350,1031480000248186,1
100003055999089,1031480000248186,4
100003327033785,1031480000248186,3
100003502375964,1031480000248186,3
100004067325352,1031480000248186,3
100009365907716,1031480000248186,3
787258337,1031480000248186,1
100008092560539,104988402951297,3
100000455265623,105713669505240,4
100000610473918,105713669505240,2
100001239895193,105713669505240,2
100002703609875,105713669505240,2
100006166922875,105713669505240,2
100006586350663,105713669505240,1
100011236350658,105713669505240,5
100005115451644,106185126212276,4
100000001492967,1070723119658555,4
100000065530823,1070723119658555,4
100000074343625,1070723119658555,2
100003071666556,1070723119658555,4
100003556803905,1070723119658555,5
100003850440442,1070723119658555,2
100004497693640,1070723119658555,3
100001229906490,1071725402860921,5
100003236513165,1071725402860921,5
100003652962819,1071725402860921,1
100005084717784,1071725402860921,4
100010595915030,1071725402860921,4
100010865657945,1071725402860921,1
1305444307,1071725402860921,5
100001531192967,107235939358697,5
100002740460458,107235939358697,5
100002906726837,107235939358697,1
100004032027029,107235939358697,1
100004164785557,107235939358697,2
1086484184,107235939358697,1
1503186400,107235939358697,1
100000439601982,107466496045933,5
100002656112882,107466496045933,3
100005333133083,107466496045933,5
100005786701641,107466496045933,5
100007018505569,107466496045933,2
100008112007916,107466496045933,4
100008630375111,107466496045933,2
100009176100669,107466496045933,4
100001371733795,108848622539178,3
100001740518964,108848622539178,1
100001905701787,108848622539178,2
100003076786655,108848622539178,3
100003202186540,108848622539178,1
100003264008694,108848622539178,2
100004126713133,108848622539178,2
100005524664171,108848622539178,5
693033306,108848622539178,5
752990250,108848622539178,2
100000274670282,109924292681661,1
100001562593560,109924292681661,2
100001734506708,109924292681661,5
100002481720014,109924292681661,1
100004001484811,109924292681661,5
100004222873051,109924292681661,1
100005717707855,109924292681661,1
100009476706534,109924292681661,4
100011113771048,109924292681661,1
1187382679,109924292681661,2
100000488795357,110449969042552,5
100001655902883,110449969042552,3
100002720273083,110449969042552,5
100003547343135,110449969042552,4
100003837857275,110449969042552,5
100004573328572,110449969042552,3
100005379189185,110449969042552,4
100000104815318,1110145009064097,3
100000113872361,1110145009064097,5
100000211877514,1110145009064097,5
100001229906490,1110145009064097,5
100002794687381,1110145009064097,2
100003012707471,1110145009064097,4
100003129836578,1110145009064097,2
100003732322789,1110145009064097,5
100009476706534,1110145009064097,4
100010865657945,1110145009064097,5
1264844111,1110145009064097,4
14101302,1110145009064097,5
1728737778,1110145009064097,1
624454194,1110145009064097,2
647543683,1110145009064097,5
844152499,1110145009064097,2
863480440,1110145009064097,1
100002935299639,111455759192424,4
100003791426441,111455759192424,2
100006425244648,111455759192424,1
100009623978861,111455759192424,5
699100876,111455759192424,1
100000971012080,1148898871791499,4
100001029637350,1148898871791499,3
100001508032831,1148898871791499,5
100003143914807,1148898871791499,5
100004223441342,1148898871791499,2
100004329782293,1148898871791499,5
100002942755682,115027925337882,5
100003010600004,115027925337882,3
100004063310694,115027925337882,3
100005742132637,115027925337882,3
100007714936500,115027925337882,1
1512996372,115027925337882,5
657806935,115027925337882,5
100000022404746,116431445169619,5
100000218559319,116431445169619,2
100000274670282,116431445169619,2
100000475956468,116431445169619,2
100000959494341,116431445169619,1
100001380956617,116431445169619,1
100001441938607,116431445169619,2
100001633300890,116431445169619,1
100001739285978,116431445169619,5
100002162723510,116431445169619,5
100002596304243,116431445169619,4
100003076786655,116431445169619,1
100003143914807,116431445169619,5
100003191980170,116431445169619,3
100003328863630,116431445169619,5
100003889524603,116431445169619,1
100003952834962,116431445169619,5
100003976721380,116431445169619,2
100004715581282,116431445169619,4
100005212452281,116431445169619,1
100006105332648,116431445169619,2
100006304907692,116431445169619,3
100007031885346,116431445169619,4
100007151077099,116431445169619,5
100009771768706,116431445169619,3
100010865657945,116431445169619,4
1305444307,116431445169619,2
1817622476,116431445169619,1
610479086,116431445169619,5
100001705079145,117843318367122,1
100003703928072,117843318367122,2
100006480587431,117843318367122,1
100003135598152,120125374732540,1
100003701044742,120125374732540,2
100006855540608,120125374732540,2
100008390558811,120125374732540,1
100000209720620,120190574818017,5
100000256538507,120190574818017,3
100000274670282,120190574818017,4
100001164853342,120190574818017,3
100001381903093,120190574818017,1
