id,user_id,hotel_id,post_content,status
1,100000002628490,485786431445960," ""Be like snow. Beautiful but cold.""   smile emoticon     #  coldhearted ",1
2,100000005458284,380393478720744,how many rooms do you have?,1
3,100000009092345,323940062859,Best place ever.Very friendly people and love this place and will be returning in February :@);,1
4,100000009636954,1583057775263020,*(^o^);/* 楽しいかったよ。またね@！,1
5,100000013171567,170519889738520, đẹp thế...để em dẫn khách về ăn hoa hồng nhé hehe,1
6,100000020804523,170519889738520,"Khách sạn đẹp qá, giá cả phải chăng nhân viên còn lịch sự nữa. Chắc chắn mình sẽ quay lại lần nữa :x",1
7,100000021533774,429764810466649,"Thank you for a brilliant stay in Hanoi!! We're looking forward to our stay at your hotel once again, when we come back from SaPa!",1
8,100000032631571,1417201508570124,Can I have my picts taken on independence day please? thank you....,1
9,100000036305534,164636565409,Vui lòng check agoda và thay đổi hình của KS.,0
10,100000039228634,451875204908266,Hello Ha Long,1
11,100000043035107,179109095503730,Hi do you have Wifi,1
12,100000044391810,164636565409," Dear GM sheraton hanoi,   I would like to complain on your credit account's behavior and services. ",1
13,100000045098935,164636565409," Hi everyone,  Welcome to the party..",1
14,100000052893742,164636565409,Groomsmen,1
15,100000060561307,1417201508570124,Nice and clean hotel. . Just mention what you want to explore. .they will arrange for you with minimum cost. .. friendly and helpful staff,1
16,100000068650585,936624199834683,"Our very first Homestay experience. Stayed there for 5 nights and we really enjoyed at Charming Homestay. Lovely Nhi and her mother and 2 friendly assistances. With the information Nhi gave us, we managed to cover almost the whole Hoi An by bikes. Everyday she will tell you where to eat and where to go. We love you Charming Homestay and the charming hosts !",1
17,100000069392457,981632381887437,For all the staffs of Golden legend diamond hotel thank you guys for all your warm welcome accommodation we have so much fun not only the amazing places we visited but we also enjoy and very much satisfied with our stay in your hotel.,1
18,100000074073821,561051297367095,Great view from hotel ^^,1
19,100000076963994,221652474655457,Your sweet home in Hanoi,1
20,100000078611420,950863758336907, Unser Aufenthalt in der Aquarium Villa war sehr angenehm.,1
21,100000079500985,308846225876171,BUY ONE GET ONE REE  ,1
22,100000088817005,1488754444722971,At Blue Hanoi.,1
23,100000095691106,348256985272530, - Đám cưới nhiều hoa nhất tôi từng tham dự :););    #  happyending     #  wedding ,1
24,100000099648564,323940062859,What are your prices for the weekend of the 20th??,1
25,100000100166369,314116302056158,   #  hojiminhcity     #  vietnam     #  ผมมาทำงานจริงจริ๊งงงงง  !!นะ#555 ,1
26,100000106295627,929778327061583,  Lien Do,1
27,100000108877954,347931698701255,We enjoyed our stay here at Au Coeur 'd Hanoi very much.,1
28,100000110019886,617228808414142, Hubway 5 this afternoon,1
29,100000113054661,tblhotel,Just want to say Thank you for a lovely holiday. The villa was amazing!,1
30,100000113192195,286655988047387,Please reserve a rice field back room for us on the 23 24 25 and 26. Thank you.,1
31,100000117397046,323940062859,  Lish Ball Doe,0
32,100000123252651,485786431445960, 3000 fans ,1
33,100000124546891,151462301571537, A Surprising Sweety Christmas Gift from Mrs. Santa - Evelyn Chan!  ,1
34,100000128293447,323940062859,I love the rooms i been there 2 times,1
35,100000130637488,276309149200455,Best homestay in Hoi An!,1
36,100000136793985,485786431445960, Waiting for Meet and greet with Mr President,1
37,100000137305757,314116302056158,two person and child  from hcm  to danang  and return,1
38,100000137624440,485786431445960,"Hello Marriott. Welcome to Hanoi. I'm Minh - working in Navigos Search Company. We are looking for buffet vouchers in 5 star hotels for our clients. Could you give me your buffet prices with detail information about the food, drinks, time and other fees (VAT &amp; services);. You can send me an email to minh.trinh@navigossearch.com if you want to make it private",1
39,100000143007460,670568689713836, Tọa lạc trên đường đến   Tượng đài Bà Mẹ Việt Nam Anh hùng,1
40,100000144584232,164636565409,"HI , Can you give me the infor to have the corporate contract with ur hotel ?",1
41,100000144584232,179681128718011,Indian kitchen restaurant 22 D Minh Khai Hai Phong,1
42,100000151364603,954910091191058, Day 20  Feeling green and sucks being under the weather.... stuck in the box. A day wasted....    ,0
43,100000154342430,308846225876171,On Board!!!,1
