user_id,hotel_id,rate_star
100000002628490,485786431445960,3
100000005458284,380393478720744,5
100000009092345,323940062859,2
100000009636954,1583057775263020,3
100000013171567,170519889738520,4
100000020804523,170519889738520,2
100000021533774,429764810466649,4
100000032631571,1417201508570124,5
100000036305534,164636565409,4
100000043035107,179109095503730,5
100000044391810,164636565409,4
100000045098935,164636565409,2
100000052893742,164636565409,4
100000060561307,1417201508570124,3
100000068650585,936624199834683,5
100000069392457,981632381887437,3
100000074073821,561051297367095,2
100000076963994,221652474655457,1
100000079500985,308846225876171,3
100000088817005,1488754444722971,2
100000095691106,348256985272530,5
100000099648564,323940062859,4
100000100166369,314116302056158,3
100000106295627,929778327061583,2
100000108877954,347931698701255,4
100000110019886,617228808414142,5
100000113054661,100397536791106,3
100000113192195,286655988047387,2
100000117397046,323940062859,5
100000123252651,485786431445960,2
100000128293447,323940062859,4
100000130637488,276309149200455,2
100000136793985,485786431445960,5
100000137305757,314116302056158,3
100000137624440,485786431445960,1
100000143007460,670568689713836,2
100000144584232,164636565409,4
100000144584232,179681128718011,1
100000151364603,954910091191058,5
100000154342430,308846225876171,5
100000154865194,255163191262710,4
100000154961148,117843318367122,5
100000154961148,485786431445960,5
100000157389776,1424009947843059,3
100000164365486,380393478720744,3
100000166273850,164636565409,1
100000172982122,340415042822036,3
100000195981168,485786431445960,3
100000201841610,334600223274360,1
100000202699354,198671470204480,4
100000203001346,950863758336907,2
100000205082172,255163191262710,3
100000210452147,255163191262710,4
100000211877514,164636565409,2
100000214357632,611779132166924,4
100000221605868,718546104840255,1
100000234443537,954910091191058,1
100000237246908,145402922137228,4
100000244490568,676182542434442,2
100000257180871,469965193057993,4
100000283923431,117843318367122,5
100000284866900,664463123648005,2
100000285882328,485786431445960,1
100000309085663,713821132013725,2
100000317493852,1560190850934444,1
100000335512379,159290024082525,5
100000338207384,1571612506414924,4
100000342893674,308846225876171,5
100000359303990,671410232917210,4
100000366729283,117843318367122,1
100000367831992,617228808414142,3
100000401676260,1409331422645274,3
100000417312774,303758469717843,3
100000420947637,164636565409,3
100000430783436,64407053782,2
100000434297520,380393478720744,2
100000438395553,284192361685693,4
100000441587521,255163191262710,1
100000458965887,204758482905250,4
100000459859671,850047381738094,1
100000478702084,323940062859,4
100000486485344,116431445169619,3
100000498371487,284192361685693,2
100000519072235,485786431445960,2
100000526893081,664463123648005,1
100000556924661,485786431445960,3
100000565144288,323940062859,4
100000611665500,164636565409,3
100000614292521,981632381887437,2
100000637778440,783763321703579,1
100000639285865,1583057775263020,4
100000642210217,323940062859,5
100000662498982,1571612506414924,2
100000671155244,371017579635682,1
100000748480853,164636565409,5
100000776897267,323940062859,3
100000792409754,189209361267196,4
100000805208534,383671715052761,3
100000822474257,620354171357517,2
100000840229187,1571612506414924,5
100000850811653,179109095503730,5
100000852418990,620354171357517,4
100000873986833,135121083347092,3
100000905511087,1583057775263020,2
100000927352154,429764810466649,1
100000931214410,135324866614935,5
100000947675909,323940062859,4
100000961337407,323940062859,5
100000972700553,560685973988328,3
100000974330258,387811564616084,1
100000977103180,359010427525572,2
100000977394605,365683270164409,5
100000999126359,145402922137228,3
100001002210445,507883129272451,5
100001026467758,485786431445960,4
100001037065899,1583057775263020,1
100001038451756,164636565409,3
100001040382048,1470515046537744,1
100001057166925,198671470204480,4
100001065367637,164636565409,2
100001088678599,485786431445960,4
100001125338203,485786431445960,3
100001142300604,164636565409,3
100001147686177,371017579635682,4
100001153132281,145402922137228,1
100001159752561,135324866614935,4
100001181838066,620354171357517,4
100001187145198,135324866614935,4
100001223383661,1571612506414924,2
100001245838240,1070723119658555,4
100001247560826,323940062859,4
100001249029535,269514643174666,3
100001256705252,197455960317138,1
100001260575921,485786431445960,4
100001293590217,164636565409,5
100001318582050,366422206777847,1
100001323287250,670568689713836,1
100001332709562,135121083347092,3
100001335823642,1532170243748316,3
100001346986622,323940062859,5
100001361707239,323940062859,1
100001376809701,133963350115334,2
100001408200847,1430101293925015,4
100001413948768,157752174347327,5
100001443216705,485786431445960,5
100001461126805,480461572136306,2
100001479918438,308846225876171,5
100001495831138,120190574818017,5
100001521651227,164636565409,1
100001549849287,164636565409,1
100001597546271,365683270164409,5
100001605479112,485786431445960,1
100001609184343,117843318367122,4
100001609600376,1583057775263020,1
100001616632143,485786431445960,3
100001622342966,255163191262710,5
100001640924221,265312270305501,4
100001642035902,525045287564418,5
100001643480362,135324866614935,2
100001668245262,929778327061583,5
100001698553018,380393478720744,3
100001699716210,64407053782,1
100001723045000,355318834582376,2
100001727303695,485786431445960,2
100001730443840,525045287564418,1
100001731965102,147680342090458,1
100001757327315,340415042822036,2
100001783494373,102598133184328,4
100001785474154,64407053782,5
100001817347662,323940062859,1
100001826258742,340415042822036,1
100001831392935,158276791000095,5
100001843582559,164636565409,1
100001850503695,347931698701255,1
100001855676691,334600223274360,2
100001857289305,255163191262710,3
100001871786682,117843318367122,4
100001874235297,308846225876171,1
100001878123335,145402922137228,1
100001906529239,116431445169619,4
100001939858363,451875204908266,1
100001983861027,204758482905250,2
100001994703829,303758469717843,2
100002025063757,482696451814053,1
100002055327195,164636565409,5
100002136441140,117843318367122,4
100002152184384,575775189155915,4
100002155408248,135324866614935,4
100002157852493,323940062859,5
100002179304123,151462301571537,3
100002195724352,1409331422645274,4
100002197795833,485786431445960,1
100002219920737,981632381887437,5
100002226215883,755009684522390,3
100002261346691,809414062463342,3
100002301813566,308846225876171,4
100002334468146,370071059683160,4
100002344896312,954910091191058,2
100002359505801,370071059683160,5
100002407322668,117843318367122,4
100002511637606,117843318367122,1
100002511716452,347931698701255,3
100002563123044,620354171357517,5
100002621332347,1571612506414924,5
100002637399920,485786431445960,1
100002639093983,157752174347327,4
100002674544602,472142572809057,5
100002681901714,355318834582376,4
100002700407747,197455960317138,4
100002710840160,164636565409,1
100002712709827,147611895600078,3
100002732554022,664463123648005,4
100002776011432,153977564805074,5
100002778591576,485786431445960,3
100002855428451,844296012305313,3
100002861548342,485786431445960,3
100002874246770,1427514047480765,4
100002881587800,485786431445960,4
100002923433086,211418062225555,3
100002957051749,1409331422645274,3
100002959226415,164636565409,5
100002992979050,164636565409,1
100003011093626,211476462290972,2
100003035453825,1583057775263020,3
100003036376202,109924292681661,4
100003086173087,164636565409,1
100003090211363,164636565409,4
100003093798899,485786431445960,4
100003133541120,485786431445960,3
100003142071522,323940062859,4
100003166080112,1571612506414924,5
100003166677545,211476462290972,1
100003176222310,1424009947843059,1
100003220000459,145402922137228,1
100003223102870,303758469717843,2
100003239618684,64407053782,1
100003299418309,485786431445960,5
100003300052544,1663548703877323,2
100003302131170,180030915345034,2
100003302131170,954910091191058,3
100003326153872,219178058280346,3
100003331221307,485786431445960,3
