id,user_id,hotel_id,comment,status
356,100001583959960,1599698676934263,Loved the place... Awesome people! Will be back soon,1
357,100001588634391,1532170243748316,"Very exceptional boutique hotel with a personal touch to all guests and attention to details. Great price for staying within the Old Quarters in Hanoi City. You should marvel at how a small boutique hotel like this can rank among the top out of 500 over hotels in Hanoi, there must be a reason! Ask for Kevin Le the man, and Sam the lady receptionist, and all your worries will be unfounded!",1
358,100001590413761,303758469717843,"Good location, cheap price, friendly staff. Recommended!",1
359,100001591562218,208028559374693,"No compensation for the construction noise. You can't use the main pool, can't even sit outside because of the noise, terrible. The management offers just a joke as compensation. Don't book the hotel until they finish the construction in 2017. The management tells you in your face that there is ""just very little effect due to the construction"".. Just a bad joke.",0
360,100001597372689,184373381695254,"Khách sạn sạch đẹp, vị trí ngay trung tâm, thuận tiện đi lại mua sắm và ăn uống :X",1
361,100001598905334,1417201508570124,"Stay here 1 night before head to Ha Giang and I love this place !!! Great vibe, awesome staffs like Ha ha , Tee Tee, Lee and Ashley. You will spend a crazy time with them, also they will have you as much as possible. Come here and meet them, you will love them just like me ! . Free beer from 6-7pm and 10-11pm ! Social place, rockin' party, you will meet plenty awesome friends here !!!. Come and stay !",1
362,100001600332112,1417201508570124,"Love this hostel,Thanh was very helpful!! I will come back here",1
363,100001600622356,117843318367122,Một nơi lý tưởng khi đặt chân tới Hà Nội,1
364,100001605041593,286328794792713,"Great staff, nice rooms, and excellent facilities.",1
365,100001630313958,605738479519955,"My husband and I stayed here with our friends and want to recommend this to anyone looking for accommodation . The team were so friendly and professional , the rooms and all facilities outstanding ,we couldn't have picked a nicer location to enjoy our holiday . Thanks jack and his team",1
366,100001633794974,1502218643346817,Excellent hotel in a nice neighbourhood. Most friendly and helpful staff that make you feel very welcome,1
367,100001634124428,1635432630065921,"Dịch vụ tốt, phòng đẹp, sạch sẽ, thức ăn ngon! Nhân viên cực kỳ dễ thương và thân thiện! Great!!!",1
368,100001638652557,129211230546960,Good,1
369,100001639309938,135324866614935,One of the best hotel in Da Nang City,1
370,100001646327683,164636565409,Fantastic service,1
371,100001660911931,323940062859,I love this place,1
372,100001664680356,950863758336907,Love it so much! Welcome to Hoi An guys!,1
373,100001666335248,153930936150,"I had my best holiday at Furama :); My room was so comfortable that the first time in my life I felt like I was home when staying in a resort or hotel. Services was more than good, I had every thing I need within my reach. What I love most about Furama was the staff. Whenever, whatever they were doing, as I walked by they would greet and smile with me. Thanks Furama for a great vacation :);",1
374,100001666823383,237547776333590,"Khách sạn dễ thương, nhân viên thân thiện. Hẹn gặp lại",1
375,100001668526063,373884852802926,:);!,1
376,100001672781402,1639889169610412,Thật tuyệt vời các bạn ạ. Cảm ơn Camelli spa nhé!,1
377,100001675810593,443124975755977,The one and only place of Asians lions. A very large area of gir forest.,1
378,100001678793086,159149310881264,"Tôi rất thích thời gian đi chơi ở Bà Nà, dù mùa hề rất nóng nhưng khí hậu ở đây lại rất mát mẻ và phong cảnh rất đẹp .....",1
379,100001679222899,129211230546960,I am very happy to be a part of this successful business.,1
380,100001686859858,1599698676934263,"Everything is perfect at Jolie Willa. The room is very nice, the staff so beautifull, and good service!! I love it!!",1
381,100001687973470,1417201508570124,"Best experience for my traveling when i stayed here. I just can say best hostel for backpacker. If you have a chance to go to Hanoi,i highly recommend this hostel for you. Clean room and bathroom,with the cheap price. Breakfast so delicous,they also have the walking tour everyday around the old quarter. Staff very friendly special Thanh,he is very helpful. Free beer everyday, difinitely i will come back here!!!",1
382,100001692577705,317492115048091,A very nice hotel with perfect service in good location for good price. Highly recommended!!! We will definitely come back...,1
383,100001699716210,171189606583225,"Great place with great staffs. You will feel like you are at your home. It's great location, just 5 minutes on foot to Hoan Kiem Lake, Thang Long Water Puppets Theater, Ngoc Son Temple, and it is very easy to access to all tourist sites.",1
384,100001708022691,485786431445960,It is fantastic design of building and landscaping with 6 stars.,1
385,100001709797412,1402376883388507,Great!!!,1
386,100001710847078,164636565409,Khi nhận phòng deposit 4.000.000 đ cho 2 phòng 2 đêm. Sau hơn 10 ngày check out vẫn chưa hoàn trả. Gởi mail nhắc thì phản hồi là lấy làm tiếc mà tới nay vẫn chưa thấy tiền vào lại tài khoản Sheraton 5 sao là vậy à ?,0
387,100001722331572,117843318367122,"Luxury furniture, friendly staff and delicious food",1
388,100001730411489,172095542845814,Dep,1
389,100001732002949,1513021542254541,Tuyệt vời!,1
390,100001732269559,1446389425666881,Điểm đến lý tưởng,1
391,100001732717397,1417201508570124,"Best place to hang out with friends , ask the staff named Ha ha , she give you any infomations what you want.",1
392,100001738580486,153930936150,"Phong cảnh đẹp, dịch vụ rất tốt và chu đáo",1
393,100001739254331,1650963588453980,Very Good,1
394,100001747696865,815389731877054,"Khách sạn sạch sẽ, dễ thương. Nhân viên phục vụ nhiệt tình.",1
395,100001749722838,355318834582376,Great place... good location and food was wonderful....nice and clean... would definitely recommend.,1
396,100001752286879,208028559374693,Good!,1
397,100001755609579,1502218643346817,Looks so luxury !,1
398,100001756200665,1533464686903010,Đẹp quá chị ơi!,1
399,100001765288412,1486141631617711,(Y);,1
400,100001767829012,485786431445960,Khách sạn tuyệt đỉnh!,1
401,100001784987554,1446389425666881,"Hôtel moderne et luxueux à l'image de son architecture , les chambres sont grandes et confortable, belle salle de bain avec vu panoramique sur la plage. Le personnel est charmant. J'espère y revenir",1
402,100001786171917,1417201508570124,The best hostel in Hanoi! &lt;3 . I will come back for sure.,1
403,100001790328256,1437747696466053,Perfect place to rest with your loved ones. I enjoyed my stay from the first step in till the last. Enjoyed the beach view and excellent services. I'm sure going to see you soon. Xoxo,1
404,100001816599867,210824802405318,Great!,1
405,100001818536272,159149310881264,Welcome to Bà Nà Hills &lt;3,1
406,100001822633961,235635661555,We really enjoyed our time in Hanoi and this was helped by the friendly and very helpful staff at Hanoi Rendezvous Hotel.,1
407,100001831700672,1599698676934263,"Tolles Hostel mit super freundlichem Personal, sauberen Zimmern und Gratis-Fahrrädern.",1
408,100001847692039,1571612506414924,Happy birthday and wish you many more successful years...,1
409,100001847913223,115027925337882,"Fabulous! Very nice boutique hotel, and especially the staff is very Kind and helpfull! When we had to leave from the hotel, we were very sad. I recommend this place!",1
410,100001847913223,783763321703579,"Fabulous! Very nice boutique hotel, and especially the staff is very Kind and helpfull! When we had to leave from the hotel, we were very sad. I recommend this place!",1
411,100001856437124,439921372737138,best part in Hanoi. the location is in the perfect point of old and new Hanoi.,1
412,100001857387072,1236156129733715,❤️❤️❤️,1
413,100001857906991,313922805328424,best Service in Hanoi. Breakfast is fantastic. Reception is phenomenal with booking tours.,1
414,100001858336568,400664656674940,"cám ơn  guys for everything! very nice hotel, staff is excellent, we had a lot of fun! we love it! Hẹn gặp lại! ;);",1
415,100001860811971,662404743778256,Friendly :D. Cheap :3. Good :);,1
416,100001861144166,214050905441687,Chỉ vì thái độ nhân viên hôm cuối cùng mình ở đã đánh mất hết sự hài lòng của mình dành cho khách sạn :);,0
417,100001861762064,343606679138879,"Great location. It's in Old quater so you can easy to access any common places (specially the Dong Xuan night market); in there by walking. Cheap price. Friendly and helpful staff. . The only problem I had with this hostel was mosquitoes  but it's okay, it's acceptable.",1
418,100001868065103,155415196088,Very nice  staff!,1
419,100001876922151,208028559374693,May tam hinh qua an tuong Cat. oi,1
420,100001883221536,323940062859,Nice,1
421,100001883515429,1639889169610412,: ); hãy đợi tớ ...,1
422,100001886298890,1031480000248186,"""I stayed here just 4 nights at the end of my travel in asia and im happy that i chose Funky as my last stop. Comfy bed, A/C room with 6 beds. I also met lots of great people here. Every evening my favorite time is to come down enjoy my free beer and talk to friendly receptionist Laura and Lucy. They quite busy sometimes, but never refuse any help, so if you need anything, just come to Laura, she's there for you.""",1
423,100001887873603,313922805328424,Brilliant location right in the heart of the City. Friendly staff,1
424,100001889998202,981632381887437,Perfect hotel,1
425,100001891591957,1430179450611070,Tốt,1
426,100001901980139,315714985299528,"Khách sạn to, đẹp. Nhân viên phục vụ nhiệt tình. Nhà hàng buffet view đẹp. Đồ ăn rất ngon. Chắc chắn sẽ quay lại",1
427,100001906529239,372832266226334,"Just awesome.. Hotel location just 200m to Hoan Kiem lake, in the middle egg of Hanoi old French quarter and shopping central. Double room from 20$, special packages as travel information are available at front desk. Hotel staff very friendly and helpful to make your staying most enjoyable as home away from home when bring you a true Hanoian hospitality!",1
428,100001910063418,323940062859,me and my new fiance are going there  we are really going to enjoyed are self can't wait,1
429,100001915176239,219178058280346,"Great place to stay in the heart of Hanoi! Clean rooms, great location and staff are fantastic. Junie operates a very professional service at reception and made sure all our transport &amp; details were organised! Would recommend!",1
430,100001915465735,323940062859,I Love This,1
431,100001943816133,954910091191058,Lễ tân trong khách sạn rất nhiệt tình,1
432,100001945637633,286328794792713,"Great hotel, excellent staff, good pool, love shuttle service to Ancient town and beach, located between both! Special thanks to Loan, Thuy and Tina for their service and attention! Add vegemite for the Aussies to your breakfast bar!",1
433,100001993041910,439552472727698,"Thank you Bhaya Cruises, highly recommended! ",1
434,100002005950214,105713669505240,Great services... 5 stars,1
435,100002051096555,440699882708692,"Great hotel in a great loctation for a very good price that includes a delicious breakfast. Lovely room and bathroom with a very comfortable bed. Very clean and well run. The staff are extremely friendly and helpful. I would highly recommend this hotel to anyone staying in Hanoi. Aisling, Ireland.",1
436,100002074555847,1609099752674729,GREAT !!! TEAM ! GREAT LOCATION !  HANOI DELANO HOTEL,1
437,100002075240390,1571612506414924,A good first year with Wendy and Linda looking after our apartment!,1
438,100002078076563,1417201508570124,"Great hostel, fun people and thank you Tee Tee and Ha Ha for the guided tour and awesome Vietnamese food!",1
439,100002083347837,210824802405318,I love this hotel!,1
440,100002097806379,403972803117386,Very nice place! Give five stars,1
441,100002108667035,265312270305501,Excellent hotel and brilliant service. Staff are all very helpful. Would recommend highly.,1
442,100002114225804,1424009947843059,"This is truly a perfect family run hotel I strongly recommend to visitors who are looking for these qualities : cleaniness, tranquillity, friendly atmosphere, hospitality, excellent breakfast prepared and served by the owner - Nam- and his parents. I give this hotel 10 out of 10.",1
443,100002119511273,1070723119658555,"Such a nice hostel to choose in Da Nang, I mean one of the greatest hostel you can find . Friendly staff and beautiful as well, with their help, you can have some advises where to visit, where to eat and more. And one main thing you should choose this hostel is the rooftop bar. Where you can meet new guys, make new friends and share your interesting, funny stories.",1
444,100002121026892,386201611531603,Mời các bạn tới dự bữa ngủ thân mật =);););););,1
445,100002152168566,1639889169610412,Spa rất chu đáo và quan tâm đến khách hàng.. Dịch vụ khá tốt và mọi thứ đều sạch sẽ. Nhất định sẽ quay lại với Camelia.,1
446,100002155621436,159149310881264,Bà Nà Hills wonderful,1
447,100002187795380,480461572136306,"Khách sạn đẹp, nhân viên thân thiện!",1
448,100002188255130,105713669505240,Verry nice hotel,1
449,100002189348032,164636565409,"Thank you for your great hospitality 22 &amp; 23 November. Superb location, room and staff. Will certainly be recommending you.",1
450,100002203624555,105713669505240,"Ive been visiting Aloha Hotel  for more  than 10 years. Its my traditional resting pleasure,every time i take a vacation. I felt the spirit of Aloha to all the Staff, restaurant the walk alone shore and the soothening  veiu  of the scenery. And the soft and relaxing bed",1
451,100002204995250,480461572136306,"Đây là khách sạn đầu tiên tôi ở có rất nhiều tiện ích cho khách hàng. Tôi đã đặt phòng tại Brandi 2, 202 Trần Duy Hưng 1 đêm, sau đó do tôi có công việc tại khu vực Duy Tân nên tôi đặt thêm 2 đêm tại Brandi 1 có địa chỉ tại 76 Duy Tân , cả 2 khách sạn đều phục vụ tôi rất tốt, tôi được ăn sáng, ăn tối và đặc biệt được giặt là miễn phí, những dịch vụ mà trước kia , ở muốn sử dụng thì tôi phải trả vài chục ngàn đồng đến cả trăm ngàn đồng cho 1 bộ quần áo. Cảm ơn Brandi hotel",1
452,100002204995250,512530622166649,very good services,1
453,100002204995250,823389174409651,"Khach san dep, dich vu tuyet voi, nhan vien than thien",1
454,100002208317165,155415196088,Great hotel....i enjoyed watching the morn mist hugging the surface of the lake...... what a spectacular sight.....,1
455,100002217019166,125187904254346,"Cung cách phục vụ tạm ổn nhưng hơi bị nhiều ""Tàu"" quá. Không thích.",0
456,100002233695729,132386763492259,"View quá đẹp. Ở trong phòng cũng có thể ngắm rồng phun lửa mà không phải xuống tận bên dưới. Ngay trung tâm mà ko xa biển lắm, còn có xe đưa ra biển miễn phí nên khá tiện. Lần sau quay lại ĐN sẽ book phòng ủng hộ KS.",1
457,100002263438520,1513021542254541,"Mình đã nhiều lần đến đây . Khách sạn nằm ở trung tâm thị trấn Cát Bà, nhinf thẳng ra vịnh . Thoáng mát, sạch sẽ . Nhân viên viu vẻ , nhiệt tình . Ăn  uống được . Nếu tốt hơn thì tuyệt vời ông mặt trời!",1
458,100002265161610,323940062859,Beautiful,1
459,100002269857890,125187904254346,"Nói chung cảnh thì đẹp nhưng nhân viên phục vụ thì không được thân thiện cho lắm, đi theo đoàn đông người nhưng ở khá xa nhau, nhân viên bảo khách xách ba lô hành lí đi qua khu kia đi, hai khu cách nhau một đoạn khá xa và phải lên lầu, có em bé mà còn phải tay xách nách mang nữa nên cũng hơi khó chịu.! Bình thường những resort khác sẽ đem hành lí lên tận phòng nhưng ở đây thì không như vậy. Phòng không có lược, không bàn là, phòng nào gọi đem lược thì lễ tân đem lên nhưng rất lâu, đành để đầu tóc rối bù đi ra ngoài, về mới thấy lược trong phòng. Có khi nào vì phòng giá thấp hơn nên chất lượng phục vụ không tốt???",0
460,100002275160605,1454144494900698,Khách sạn đẹp tuyệt đã cho tôi 1 đêm vui vẻ,1
461,100002279987013,485786431445960,Fantastic hotel with friendly staffs and luxurious accommodation. Will be back!,1
462,100002308810462,323940062859,Beautiful,1
463,100002313245135,485786431445960,Tuyệt vời,1
464,100002328647991,605738479519955,Exceptional service and great facilities make this hotel the place to stay in Hanoi. Jack Nguyen FOM is very knowledgeable  extremely helpful and goes out of his way to ensure the guests are happy. Great breakfast too. We will be back.,1
465,100002328871773,347931698701255,Một khách sạn tuyệt vời tại trung tâm Thủ đô. Điểm dừng chân thư gian ly tuong của các du khách và bạn bè mỗi khi đến với Hà nội,1
466,100002336090767,1424009947843059,"Congratulations to Nam and his family on your beautiful Frangipani Boutique Hotel. A lovely place to stay. We will definitely find our way back here and hopefully our friends and other Australians wanting to experience Vietnam will enjoy your hospitality as much as we have. Thank you, Ken and Margaret GEVAUX, May 2016",1
467,100002337234336,147611895600078,Great place to stay and cheap aswell!! The staff are awesome and really go out of their way to help you!,1
468,100002337275798,443124975755977,Nice place to relax on weekend wth family.gud ambience peaceful place beautiful beach view good facilities nd helpful staff.food is yummy.overall a fab experience &amp; beautiful place i love to visit again.,1
469,100002342769903,1599698676934263,Tuyệt vời!,1
470,100002348108655,1437747696466053,Good hotel,1
471,100002350224111,431212090226675,Hoang Sa Hotel - 3 Stars... Good Service ,1
472,100002352022848,815389731877054,nhất rồi,1
473,100002362508077,1017426538344910,Fantastico...siamo stati benissimo... Cibo eccellente.. Personale super..,1
474,100002368261357,655465514521111,"Great hotel,  soft beds, its very clean and modern. The staff are outstanding.  Stayed here twice now and would recommend.",1
475,100002374074691,359837074208336,Good location and very friendly staff .,1
476,100002405726545,315714985299528,"High facilities, good services, good Vietnamese food, attentive staff.",1
477,100002417824992,620354171357517,Good day pila down sa 2bedroom kg monthly .. Sanicojellyryl@ymail.com,1
478,100002420942258,371017579635682,"Nice room, good food, cheap!",1
479,100002434908820,133247926884581,Love this place &lt;3 &lt;3 &lt;3! This is my home in Hanoi!. Thank you very much guys! Love you all!,1
480,100002435264787,498946276938344,That's wonderful hotel,1
481,100002439536436,153977564805074,Perfect,1
482,100002441067496,450653978389027,THE MOST HELPFUL RECEPTIONISTS IN THI WORLD. SEE KEVIN FOR BEER HOI CORNER WHERE YOU CAN FIND CHEEPEST BEER IN THE WORLD,1
483,100002459327214,153930936150,Thanks for presenting an unforgettable memory to me.,1
484,100002473342301,164636565409,Good,1
485,100002475514115,1379083872319465,"Nice place, great breakfast and quality rooms",1
486,100002479243339,605738479519955,Very clean very friendly hotel slap bang in the middle of Hanoi. The staff could not have looked after us better. When we are next in Hanoi we will stay here again.,1
487,100002483833267,164636565409,It is very good :D,1
488,100002491791486,1452357201686673,"Khach san co phong canh yên bình, sạch sẽ,nhân viên phục vụ nhệt tình vui vẻ, đồ ăn ngon. Rất thik hợp cho gia đình nghỉ dưỡng. Mình sẽ giới thiệu cho bạn bè biết để khi có dịp ra hội an sẽ ghé đây...!!! Mình sẽ ghé lại !!!",1
489,100002522626184,323940062859,I will be attending the essence suites the 27th of january. Im soo excited. Ill be back with reviews,1
490,100002524539706,463578457148999,Ho Giam Hotel is once again perfectly positioned to be your hotel of choice in Hanoi.,1
491,100002526882641,211476462290972,Great Cruise!,1
492,100002529161181,715228075229036,"Trong số những khách sạn mình đã ở tại quận hoàn kiếm icon 36 19 cửa đông là mình hài lòng nhất,phòng sạch sẽ,dễ chịu,đồ ăn sáng ngon,nhân viên thân thiện,nhiệt tình.",1
493,100002569320128,929778327061583,"nice room , great location !! like it!",1
494,100002569628180,443915159044396,"The hotel is well designed, interior is so cool. Located in the city centre where you can walk around for a day, learn about old Hanoi, enjoy tasty street/Hanoi signature food. Cannot say more about the staff but really friendly and most helpful staff that I have met so far at all hotels in Vietnam.",1
495,100002577300044,323940062859,"My wife and I enjoyed it! We've been there twice and haven't had any problems! We received a free pizza from Papa Joe's during our 1st stay. It was very nice,romantic and relaxing. I hope to come back again very soon!",1
496,100002583418313,305305996195134,Comfort,1
497,100002601314820,159149310881264,Nhân viên rất tận tình và chu đáo! Cảm giác tự do như ở nhà (y);,1
498,100002604584031,523367444407994,Ngon,1
499,100002619443556,315714985299528,Hanoi Sahul Hotel is a good places!!! With Sahul you feel at home!!!,1
500,100002621631436,255163191262710,I have a travel agency in ha noi. I am happy to recommend a good trip with the best deal as Ha long bay cruise or sapa tour for trekking. Plz contact to me when you arrive in Ha noi. Hotline: +84 948735018. Mr Hank,1
501,100002621631436,305305996195134,I have a travel agency in ha noi. I am happy to recommend a good trip with the best deal as Ha long bay cruise or sapa tour for trekking. Plz contact to me when you arrive in Ha noi. Hotline: +84 948735018. Mr Hank,1
502,100002623544597,404504799581024,"We stayed 2 nights in this hotel.. Staff were excellent, always helpful.. Room was large, clean and comfortable.. Breakfast also very nice.. I will stay this hotel on next time.",1
503,100002633547852,117843318367122,Best hotel in Hanoi. Come in and vist the lobby. Do not miss swimming pool at top floor.,1
504,100002638744652,662404743778256,"Khách sạn rất gần bờ hồ, mọi người rất thân thiện với khách ❤️❤️❤️",1
505,100002650450293,1486141631617711,"Dịch vụ tốt, thân thiện với khách hàng, là khách sạn cao cấp mà mọi người đều muốn sử dụng.",1
506,100002671724328,153742338002382,good hotel and i like it,1
507,100002678389702,172095542845814,"Đẹp, tốt, rất hài lòng",1
508,100002681974412,120230848080105,Great hotel !!!,1
509,100002705665360,308846225876171,tuyệt vời,1
510,100002716732566,1437932199754399,"Ở khách sạn 2 đêm cho chuyến công tác vừa rồi, rất hài lòng, phòng có view hồ đẹp, nhân viên thân thiện, ăn sáng ngon nhưng phải đợi do đông khách.",1
511,100002720036994,467851863409688,"Dịch vụ chu đáo và tận tình, một ki nghỉ tuyệt vời tại đây",1
512,100002723308093,117843318367122,Ks đẹp và rất lãng mạn:);,1
513,100002727356609,159149310881264,Quá tuyệt vời về cảnh quang và công trình kiến trúc nơi đây hòa quyện với thiên nhiên cho ta cảm giác như chốn thiên đường (y);. See you are again BaNa Hills,1
514,100002739175377,120477108108421,"The great hotel with great location, The staff is are so friendly and the room is clean and big. Recommend it",1
515,100002742979857,523367444407994,"Mình rất hài lòng với dịch vụ ở Golden Wellness tại Golden Palace, cả nhà mình (2vc +2 con); đã mua gói tập full ở đây 1,5 năm. Nay gia đình mình chuyển vào Nam sinh sống, muốn bán căn hộ 105m2 và bán gói tập. Ai có nhu cầu mua lại vui lòng gọi theo số 0916943363 hoặc 01676433363 (Ms Thu);",1
516,100002752183583,273791662667573,"Dịch vụ và chất lượng tốt, ngoài ra còn các tour khuyến mãi và độc đáo nữa",1
517,100002769242150,631187810227407,Good resort!,1
518,100002790294151,579557175450439,Top of the world,1
519,100002804561319,1446389425666881,tuyệt vời!,1
520,100002816509259,155415196088,Perfect view,1
521,100002824013101,211476462290972,Best services,1
522,100002824266807,664463123648005,Good,1
523,100002825010313,1417201508570124,"Best hostel for who looking for your travelling. Tee tee is the best guy,very helpful. Highly recommend this hostel!!",1
524,100002831637846,202137749822421,Really nice place to stay..,1
525,100002840308149,120230848080105,Great hotel with top-notch service.,1
526,100002841078281,523578154464021,Tuyệt vời,1
527,100002841184878,485786431445960,Ok Rat tuyet.,1
528,100002845083008,1650963588453980,Best!,1
529,100002856319716,1560190850934444,"Hotel gần nhà ga T2, có View đẹp, phục vụ chuyên nghiệp và bãi đậu xe rộng rãi.",1
530,100002860553567,144823785656129,I love Hoi An Vietnam. . And Greenfield hotel and villa s,1
531,100002865876477,212192215580475,"Khách sạn khá ok , 3 đứa mình ở phòng Deluxe Room khá ấm cúng và tiện nghi. Bữa sáng cũng hợp khẩu vị chúng mừn nữa. Mỗi lần đi chơi về là chui vào phòng ngủ rất ngon lành. Nói chung lần sau có đến Đà nẵng thì mình vẫn sẽ chọn Gold và giới thiệu cho bạn bè và người thân về khách sạn này. :D :D",1
532,100002873767520,485786431445960,Mình muốn xin việc ở đây không biết JW Mariott còn tuyển dụng nhân viên không nhỉ.mình theo dõi khách sạn lâu lắm rồi.Ước gì được vào đây làm :(,1
533,100002882151551,1678659992376911,"Beautiful place with lovely rooms and people are very enthusiasm , friendly and lovely too. We love everything at here",1
534,100002885037824,1495601260767666,"Excellent hotel.This is my first visit to Vietnam. I feel so good. Staff is helpful and give me good Information. She booked train ticket for m e. And another staff, she brought me mobile phone card. Room is clean and breakfast is good. Of course, location is good. I want to stay here next time. Wishing you happy new year.",1
535,100002890258518,261151587357260,This is very beautiful place to visit just rest and relax with your family and friends i will be there next month for my holiday see you  soon guys.....,1
536,100002893840779,246640222159767,Very beautiful and friendly service hotel!!! Worth to stay when visit Hoi An.,1
537,100002899180696,1417201508570124,"Marc is awesome!! Ask him anything...he knows!! Tours, Where to go, how to go, who to meet...anything, really...this guy is fucking awesome!",1
538,100002901942887,159149310881264,Tuyệt vời,1
539,100002904339878,212192215580475,Chất lượng tuyệt vời :);,1
540,100002905549708,233134410079643,"- Khách sạn công đoàn Thanh Bình nằm ngay trung tâm mua sắm, giải trí, thương mại và dịch vụ của thành phố, cạnh bãi biển , cách Ngũ Hành Sơn 5 km, cách sân bay quốc tế Đà Nẵng 2km (10 phút);, cách khu du lịch sinh thái bán đảo Sơn Trà 2km, cách Phố cổ Hội An 25 km.. - Khách sạn Công đoàn Thanh Bình còn cung cấp đầy đủ các dịch vụ: phòng họp, hội nghị, Hội thảo với số lượng 400-500 khách, tiệc cưới với số lượng 600-700 khách, quầy bar... phục vụ rất chu đáo cho  khách trong thời gian lưu trú.. - Nói chung Khách sạn Công Đoàn Thanh Bình là OK.",1
541,100002914791691,153930936150,Tuyệt vời!,1
542,100002914977852,1417201508570124,"Hostel muito bacana, grande e com diversas atividades para lazer !!!",1
543,100002917045373,153977564805074,The staff are amazing very friendly and the rooms are comfortable and relaxing.,1
544,100002928881328,904091652983396,"Mình thích món Cá sốt mận chua ngọt, nước sốt rất lạ và ngon. góp ý nước chấm sate món gà xiên nương hương vị thì thơm nhưng hơi nhạt một chút. Không gian đẹp, lịch sự. Một điểm rất ưng nữa ở đây là phục vụ chuyên nghiệp, đẳng cấp 5 sao.",1
545,100002933786596,334600223274360,Du lịch đường sông chỉ có thể là Focus Travel,1
546,100002940471534,467851863409688,"Ks mới và đẹp, nhân viên nhiệt tình thân thiện. Sẽ quay lại khi đến ĐN nữa",1
547,100002942553225,365683270164409,"Tôi đã từng ở đây và tôi thấy chất lượng phòng rất tốt,  nhân viên phục vụ rất nhiệt tình và chu đáo. Nếu quay lại tôi vẫn chọn các bạn.. thank you!",1
548,100002944530407,463225037170229,"Luxurious, clean, great customer service, dorm rooms are very attractive! Good food, and cheap tours!",1
549,100002948241908,788946041174020,happy,1
550,100002948308153,617228808414142,Rat tuyet !,1
551,100002949049199,159149310881264,Trên cả tuyệt vời chứ lị,1
552,100002958097386,347931698701255,:D happy,1
553,100002959773775,135324866614935,"Nice View , very good  breakfast , friendly staff  Love to stay and will come back",1
554,100002963809125,208028559374693,Đẹp qua ...,1
555,100002967866139,467851863409688,"Đã có những ngày nghĩ thoải mái ở đây, đội ngủ nv nhiệt tình chu đáo... nhất là mấy anh bảo vệ....",1
556,100002986253818,755009684522390,The hotell very nice. friendlt staff . Fell comfortable here.,1
557,100002990021523,159149310881264,Mát quáaaaa,1
558,100003009320470,164636565409,"Good! ❤️ love food, love sevice!",1
559,100003013898745,159149310881264,Bà nà hills i love u. ❤️❤️❤️❤️,1
560,100003015565591,1635432630065921,Có dịp ra Đà Nẵng sẽ lại ghé nơi này. Nhân viên nhiệt tình hướng dẫn. Cảm ơn mọi người,1
561,100003017260021,1599698676934263,"Mới đầu đặt phòng cũng xem review trên mạng. Đến hôm nhận phòng thì quá tuyệt vời. Phòng rất đẹp, sạch sẽ. Các chị thì quá ư là dễ thương ạ",1
562,100003020749776,159149310881264,"Em gái Bà Nà ơi, chỉ 1 lần gặp em rồi nghìn trùng thương nhớ.. Có duyên sẽ gặp lại e thôi",1
563,100003024574478,208028559374693,"view rất đẹp, 1 hồ bơi lớn rất good.. (Y); thật thú vị khi đc nghĩ dưỡng tại đây..!!!",1
564,100003026775606,617228808414142,"Dịch vụ tuyệt vời, view đẹp :);",1
565,100003028536100,715228075229036,"Phòng đẹp, chất lượng, nhân viên ân cần, sẽ còn nhiều dịp hợp tác với Icon36",1
566,100003028811639,159149310881264,Ba na tuyet voi  quyet dinh ve song tai da nang qua dinh khong khi trong lanh  tam bien mat lanh hoa qua re ngon  ga ca tom re ngon rau sach an khong kip len nhanh qua,1
567,100003034588423,308846225876171,Superbe expérience !. Merci Sony !!! ;);,1
568,100003042619867,1470515046537744,"Thank you Son for the wonderful stay!!!. Great new guest house! Home friendly atmosphere, comfort and good location.. Breakfast is perfect! Thank U!. Come to Joy Hoi An Homstay! You will be happy!",1
569,100003048414836,386201611531603,"Phòng rộng rãi, đẹp đẽ quá !! Cơ mà ông bạn Hùng Xì ko biết có cho cái thẻ giảm giá ko để còn lôi kéo ae bạn bè qua đây thường xuyên nhỉ???",1
570,100003057961992,1454144494900698,"Khách sạn đẹp, dịch vụ chuyên nghiệp",1
571,100003060233648,177852742263101,Like . Tranh tui treo ở đây,1
572,100003082631924,125187904254346,Loved Golden Sands Resort for our celebration and holiday. All staff were friendly and went out of their way to make it memorable!! Pool and rooms were fantastic - would highly recommend the resort .,1
573,100003083124226,1639889169610412,"Cưc ki phân vân trước khi tới đây vì mình đã từng tới các spa khác nh ko hiệu quả nhưng mình đã qđ đến thử,rất hài lòng với nhân viên và trang thiết bị ở đây,mình hài lòng và qđ làm gần như toàn bộ hihi",1
574,100003087556194,159149310881264,Thật là tuyệt vời,1
575,100003099900230,116431445169619,What I enjoyed most and will always come back to in Hanoi? The Calypso and its super friendly staff and delicious breakfast buffet. Unforgettable,1
576,100003100019283,1502218643346817,"Thật sự rất thích phong cách phục vụ ở đây,rất nhiệt tình,chu đáo.nhất là 2 chị lễ tân .Rất ấm áp,vui vẻ",1
577,100003100131695,153930936150,Thank you for a happy vacation♡. I'll coming again!!,1
578,100003103968234,125187904254346,"Gđ tôi vừa có kỳ nghỉ rất vui ở golden sand. KS phù hợp với nghỉ dưỡng vì không gian đẹp,view biển đẹp,bể bơi đẹp, và rất yên tĩnh...Sẽ giới thiệu với bạn bè đến với Golden Sand.",1
