,1017426538344910,116431445169619,325201384355552,262929017175213,850047381738094,525045287564418,617228808414142,153977564805074,276309149200455,151462301571537,1417201508570124,372832266226334,343606679138879,563917740343279,209473922596356,718546104840255,315714985299528,451875204908266,1678659992376911,347931698701255,1479410105631173,513785732037204,664463123648005,380393478720744,465704200150560,355318834582376,1452357201686673,211476462290972,743552322390935,640106616045345,582704741815201,709787162441701,186513324707814,359837074208336,189209361267196,147680342090458,808997689166234,255163191262710,307887762562072,1470515046537744,766069070177769,485786431445960,1560190850934444,462266583941871,436613806496861,469965193057993,424931944228269,569288556451206,331565683601735,1379083872319465,214050905441687,579557175450439,705451069470296,1470426779871002,180030915345034,503706833117673,145402922137228,1650963588453980,956082517750796,334600223274360,1502218643346817,972516892810156,293947680762224,950863758336907,133247926884581
100000626688897,3.0,4.0,4.0,5.0,1.0,1.0,4.0,2.0,4.0,4.0,4.0,2.0,3.0,3.0,5.0,1.0,3.0,1.0,2.0,3.0,3.0,1.0,5.0,4.0,4.0,5.0,5.0,1.0,3.0,3.0,4.0,4.0,1.0,3.0,5.0,5.0,2.0,3.0,5.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100000743987603,0.0,5.0,5.0,1.0,3.0,0.0,2.0,0.0,5.0,4.0,1.0,1.0,1.0,0.0,2.0,5.0,4.0,1.0,4.0,0.0,3.0,1.0,3.0,1.0,3.0,4.0,4.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,4.0,3.0,4.0,3.0,0.0,2.0,4.0,1.0,4.0,3.0,5.0,2.0,5.0,5.0,4.0,2.0,2.0,5.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100001739285978,4.0,0.0,0.0,4.0,0.0,0.0,1.0,3.0,1.0,3.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,3.0,0.0,1.0,3.0,2.0,4.0,5.0,1.0,3.0,0.0,4.0,0.0,3.0,2.0,5.0,4.0,0.0,5.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,3.0,0.0,5.0,2.0,3.0,0.0,1.0,3.0,2.0,0.0,3.0,5.0,1.0,0.0,3.0,4.0,5.0,2.0,1.0,1.0,1.0,0.0
100003314317081,2.0,4.0,1.0,5.0,0.0,0.0,2.0,3.0,4.0,0.0,0.0,3.0,4.0,0.0,5.0,4.0,0.0,5.0,4.0,2.0,3.0,5.0,2.0,4.0,1.0,5.0,3.0,5.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,5.0,2.0,3.0,0.0,2.0,4.0,1.0,1.0,2.0,4.0,0.0,1.0,5.0,0.0,3.0,3.0,0.0,5.0,0.0,3.0,5.0,0.0,1.0,3.0,4.0,2.0,0.0,4.0,0.0
100005613764066,1.0,5.0,0.0,4.0,0.0,0.0,1.0,2.0,4.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,5.0,0.0,1.0,4.0,1.0,0.0,1.0,4.0,4.0,0.0,3.0,1.0,5.0,1.0,4.0,0.0,2.0,1.0,4.0,3.0,5.0,4.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,5.0,1.0,3.0,5.0,0.0,2.0,1.0,3.0,1.0,0.0
892810197,4.0,2.0,4.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,5.0,1.0,5.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,4.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,1.0,0.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,5.0,4.0,5.0,3.0,0.0,2.0,2.0,2.0,5.0,5.0,1.0,4.0,0.0,0.0,3.0,0.0,1.0,2.0
626230593,4.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,4.0,1.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,4.0,1.0,3.0,5.0,1.0,0.0,3.0,2.0,4.0,3.0,0.0,5.0,1.0,2.0,0.0,2.0,3.0,0.0,5.0,0.0,0.0,4.0,5.0,0.0,2.0,0.0,4.0,2.0,0.0,1.0,3.0,1.0,3.0,2.0,0.0,0.0,2.0,1.0,0.0,5.0,4.0,1.0
697246515,0.0,4.0,2.0,5.0,4.0,3.0,0.0,5.0,1.0,5.0,0.0,3.0,4.0,5.0,0.0,5.0,2.0,0.0,2.0,4.0,2.0,5.0,3.0,0.0,0.0,1.0,3.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,5.0,2.0,0.0,5.0,0.0,3.0,0.0,3.0,3.0,0.0,1.0,3.0,5.0,0.0,0.0,3.0,2.0,0.0,5.0,0.0,0.0,3.0,0.0,3.0,0.0,4.0,2.0
702914274,2.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,2.0,3.0,1.0,3.0,1.0,5.0,0.0,0.0,4.0,2.0,0.0,5.0,3.0,5.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,3.0,4.0,1.0,0.0,0.0,5.0,0.0,5.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,5.0,3.0
