,973241522755751,276309149200455,151462301571537,1571612506414924,411461885661959,340415042822036,480461572136306,1486141631617711,1070723119658555,503706833117673,365683270164409,936624199834683,212192215580475,313922805328424,1424009947843059,1470515046537744,563917740343279,1430179450611070,126883330726174,323940062859,929778327061583,1532170243748316
100003578394855,5.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,3.0,2.0,4.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100002204995250,0.0,4.0,1.0,5.0,1.0,0.0,5.0,1.0,0.0,0.0,5.0,2.0,2.0,0.0,1.0,2.0,3.0,2.0,2.0,4.0,0.0,0.0
100000701289508,2.0,0.0,3.0,2.0,2.0,5.0,0.0,4.0,1.0,3.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0
100000878311758,0.0,2.0,0.0,5.0,1.0,1.0,3.0,0.0,1.0,0.0,5.0,3.0,5.0,0.0,0.0,3.0,0.0,4.0,2.0,0.0,0.0,1.0
100001588634391,1.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,4.0,2.0,0.0,5.0,0.0,3.0,4.0,0.0,4.0,0.0,0.0,5.0
100001857906991,1.0,4.0,0.0,0.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,5.0,5.0,0.0,0.0,5.0,2.0,0.0,0.0,5.0,3.0
100001891591957,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,0.0,5.0,0.0,4.0,4.0,0.0,0.0,1.0,3.0
100002336090767,2.0,5.0,0.0,5.0,2.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,3.0,1.0,3.0,2.0
100002569320128,5.0,0.0,3.0,5.0,1.0,0.0,0.0,2.0,5.0,0.0,5.0,4.0,5.0,0.0,5.0,4.0,4.0,3.0,0.0,0.0,5.0,0.0
100004012157097,3.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,5.0,0.0,4.0,0.0,4.0,2.0,2.0,0.0,4.0,4.0,0.0,2.0,5.0
100004596066106,5.0,0.0,2.0,0.0,0.0,4.0,2.0,2.0,0.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,4.0,3.0
100004603204849,0.0,0.0,0.0,1.0,5.0,4.0,1.0,0.0,0.0,3.0,5.0,4.0,0.0,4.0,0.0,0.0,1.0,5.0,3.0,1.0,3.0,0.0
1009975337,2.0,3.0,4.0,5.0,1.0,2.0,0.0,0.0,3.0,0.0,5.0,0.0,1.0,5.0,1.0,1.0,4.0,0.0,0.0,0.0,4.0,0.0
1269601086,0.0,2.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,1.0,1.0,3.0,2.0,0.0,4.0,0.0,5.0,4.0,0.0
1377879867,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,0.0,4.0,0.0,3.0,0.0,2.0,2.0,1.0,0.0,4.0
1612705947,1.0,5.0,5.0,0.0,2.0,0.0,0.0,3.0,2.0,3.0,0.0,5.0,0.0,3.0,3.0,0.0,0.0,5.0,0.0,2.0,1.0,0.0
1801827367,0.0,1.0,0.0,5.0,3.0,2.0,5.0,0.0,0.0,1.0,2.0,3.0,5.0,3.0,4.0,1.0,0.0,3.0,0.0,4.0,4.0,0.0
1831020980,0.0,0.0,3.0,3.0,2.0,1.0,5.0,0.0,3.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,2.0
510655554,2.0,2.0,2.0,5.0,0.0,0.0,5.0,5.0,0.0,1.0,4.0,3.0,1.0,1.0,0.0,0.0,5.0,0.0,2.0,0.0,2.0,0.0
526488329,3.0,0.0,0.0,5.0,3.0,0.0,5.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,5.0,4.0,2.0,1.0,4.0,0.0,2.0
597159672,4.0,4.0,1.0,5.0,0.0,0.0,2.0,3.0,5.0,3.0,2.0,2.0,3.0,0.0,4.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0
641594020,0.0,0.0,3.0,0.0,2.0,5.0,0.0,0.0,4.0,0.0,2.0,3.0,0.0,2.0,1.0,3.0,5.0,0.0,0.0,5.0,2.0,3.0
653416471,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,3.0,5.0,4.0,3.0,0.0,0.0,0.0,5.0,0.0
714266983,3.0,5.0,2.0,4.0,1.0,1.0,5.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,2.0,4.0,3.0,5.0,5.0,5.0,0.0
764534674,0.0,0.0,2.0,3.0,5.0,1.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,5.0,2.0,5.0
821310466,1.0,5.0,0.0,0.0,0.0,4.0,3.0,0.0,5.0,0.0,5.0,0.0,2.0,3.0,3.0,2.0,5.0,0.0,1.0,3.0,0.0,1.0
